utm_campaign,push_impressions,utm_visited
,100864,0
,0,1865259
+block_id_5_neel_v2,0,4
01Apr_MP_1_xxABC,0,1
01Apr_MP_1_xxALL,0,2
01Apr_MP_2_xxALL,0,2
01Apr_MP_3_xxALL,0,9
01Apr_MP_4_xxALL,0,4
01Apr_MP_5_xxALL,0,7
01April_WA_Generic,0,26
02Apr_MP_11_Grooming,1,0
02Apr_MP_12_xToys,1,0
02Apr_MP_15_Deworming,0,1
02Apr_MP_1_30mns_xxBLR,17,1
02Apr_MP_1_xxABC,0,5
02Apr_MP_1_xxALL,499,12
02Apr_MP_2_30mns_xxGen,17,0
02Apr_MP_2_Cat_Generic,172,9
02Apr_MP_2_Dog_Generic,320,7
02Apr_MP_3_xRECO,0,1
02Apr_MP_3_xxALL,1419,25
02Apr_MP_3_xxSDD,37,1
02Apr_MP_4_xxALL,5027,185
02Apr_MP_4_xxSKU,0,1
02Apr_MP_9_xxxDF,0,1
02April_MP_4_Clinic_Repeat_xxALL,1,0
02April_MP_5_Clinic_xBDAY,1,0
02April_MP_6_Clinic_xxN2B,16,0
03Apr_MP_1_30mns_xxGen,13804,43
03Apr_MP_1_xxALL,171611,783
03Apr_MP_2_xxALL,115316,453
03Apr_MP_2_xxSDD,13360,70
03Apr_MP_3_xxALL,228431,627
03Apr_MP_4_xxALL,151647,552
03April_MP_1_Clinic_Grooming_xxREP,16,0
03April_MP_2_Clinic_xxxKR,969,1
03April_MP_3_Clinic_xSKIN,7499,12
03April_MP_4_Clinic_xxGUT,2756,4
03April_MP_5_Clinic_xDENT,514,0
03April_MP_6_Clinic_xxN2B,11134,38
04Apr_MP_2_xxALL,52,0
04Apr_MP_3_xxALL,6,0
04Apr_MP_4_xxALL,74,2
04Apr_MP_6_xxALL,8,1
04Apr_MP_7_xxALL,5,1
05Apr_MP_4_xxALL,1,0
06Feb_WA_Clinic_TwoPetP_xxN2B,0,1
07March_MP_2_xxALL,0,1
120231826656270518,0,13
120233323245190518,0,53
120241608920390518,0,5
120241790677430518,0,10
1202431,0,1
120243106,0,1
120243106036430063,0,9
12Mar_MP1_ALL,138,7
1772846825,0,1
1772847155,0,1
1772847676,0,1
1772848260,0,1
1772848764,0,1
17March_Email_Eid_Special,0,2
