utm_campaign,push_impressions,utm_visited
,16480,0
,0,1235871
 28Feb_MP_1_Clinic_xxN2B,0,1
 Day7_HenloSamplingPush,3,0
09March_WA_Proplan_BRAND,0,1
120231826656270518,0,37
120233323245190518,0,23
120241608920390518,0,3
120243106036430063,0,17
120243106174600063,0,1
12Mar_MP1_ALL,166,7
13Mar_Email_Clinic_Supercash_xxN2B,0,1
14March_MP_1_xxALL,0,1
14March_MP_2_xxALL,0,1
16March_WA_1_BMT_xxxNF,0,2
1771501863,0,1
1772845356,0,1
1772846825,0,1
1772847421,0,1
1772848125,0,6
1772848260,0,1
1772848439,0,1
18March_MP_1_xxALL,0,1
18March_MP_2_xxALL,0,1
19Feb_Email_Past_PHARM_xFOOD_viewed,0,1
19March_wa_1_Dewormer_PHARM,0,2
21Feb_WA_EA,0,3
21Feb_WA_EA_Reply_Button,0,1
21Feb_WA_xxRetry,0,1
21March_MP_1_xxALL,0,1
22437859191,0,59
22Feb_WA_EA,0,2
22Mar_MP_IBNOD,432,0
22Mar_WA_IBNOD,0,3
22March_MP_1_xxALL,0,1
22March_MP_2_xxALL,0,3
23Mar_WA_Clinic_Supercash_xxN2B,0,1
23March_MP_1_xxALL,0,3
23March_MP_2_xxALL,0,3
23March_MP_6_Clinic_xxN2B,0,1
24March_MP_1_LAPSE_VA,84,1
24March_MP_1_LAPSE_VB,50,0
24March_MP_1_xxALL,0,7
24March_MP_2_xxALL,1,9
24March_MP_30min_closing_xxblr,0,1
24March_MP_30min_xxxMum,0,1
24March_MP_6_Clinic_xxN2B,0,1
24March_SMS_2_xxxBF,0,2
24March_SMS_5_RBNOD,0,2
25Feb_WA_Clinic_SUPERCASH500_xxN2B,0,3
25March_MP_1_BOWLS_xxxNF,20,1
25March_MP_1_Clinic_xxRAJ,3,0
25March_MP_1_xxALL,586,31
25March_MP_2_Clinic_xxKAL,6,1
25March_MP_2_Gnawlers_BRAND,6,2
25March_MP_2_xxALL,1719,74
25March_MP_30min_closing_xxall,4,0
25March_MP_30min_opening_xxxall,11,3
25March_MP_30min_xxxBlr,7,0
25March_MP_3_Clinic_xBDAY,3,0
25March_MP_3_Supercoat_BRAND,4,1
25March_MP_4_Clinic_xDENT,1,1
25March_MP_4_Whiskas_BRAND,16,3
25March_MP_5_CLH_xxxNF,44,5
25March_MP_5_Clinic_xMULT,6,0
25March_MP_6_Clinic_xxN2B,30,2
25March_MP_6_Petstar_BRAND,9,2
25March_MP_7_Tick,27,8
26March_MP_10_xxxWF,1940,12
