utm_campaign,push_impressions,utm_visited
,18344,0
,0,1402814
+block_id_5_neel_v2,0,1
02Jan_WA_xxGEN,0,1
10March_Email_Bug_Off_Week_Sale_PHARM,0,1
120231826656270518,0,5
120233323245190518,0,33
120241608920390518,0,14
120241790677430518,0,4
1202431,0,1
12024310,0,2
120243106,0,1
12024310603,0,1
1202431060364,0,1
12024310603643006,0,1
120243106036430063,0,21
12Feb_WA_Litter_xxxNF,0,1
12Mar_MP1_ALL,143,1
16March_WA_1_BMT_xxxNF,0,1
1770894480,0,1
1772845356,0,1
1772846825,0,1
1772847676,0,1
1772848125,0,2
1772848533,0,1
18Feb_Email_Clinic_SUPERCASH_xxN2B,0,1
19March_MP_1_xxALL,0,1
19March_wa_1_Dewormer_PHARM,0,1
21Feb_WA_xxRetry,0,2
21March_Email_Eid_Special,0,1
22437859191,0,60
22Feb_WA_EA,0,4
22Mar_MP_IBNOD,537,0
22Mar_WA_IBNOD,0,23
22March_MP_1_xxALL,0,1
22March_MP_2_xxALL,0,1
23Mar_WA_Clinic_Supercash_xxN2B,0,5
23March_MP_1_xxALL,0,2
23March_MP_2_xxALL,0,1
24March_SMS_1_xxGen,0,1
24March_SMS_5_RBNOD,0,1
26March_MP_23_xxGen,0,1
26March_MP_25_xxGen,0,2
26March_MP_30min_opening_xxxall,0,1
26March_MP_3_xRECO,0,1
27March_MP_1_xxABC,0,1
27March_MP_25_xxGen,0,1
28Mar_WA_xxALL,0,166
28March_Email_WTF,0,1
28March_MP_1_xxALL,1,2
28March_MP_2_ICICI,0,1
28March_MP_2_xxALL,0,2
28March_MP_3_xxALL,0,3
28March_MP_4_xxALL,0,3
28March_MP_5_xxALL,0,4
28March_MP_5_xxSDD,0,2
28March_MP_6_xxALL,0,6
28March_MP_7_xxALL,0,11
28March_MP_8_xxALL,0,3
28March_MP_9_xxALL,1,8
28March_SMS_xxGEN,0,7
29Mar_WA_RBNOD,0,165
29Mar_WA_xxALL,0,44
29March_MP_1_30mns_xxGEN,23,0
29March_MP_1_xxALL,662,10
29March_MP_2_xxALL,965,16
29March_MP_2_xxSDD,30,1
29March_MP_3_xxALL,1403,18
29March_MP_4_xxALL,2160,30
29March_MP_5_xxALL,4836,182
30March_MP_10_xxxWF,1066,5
30March_MP_11_Grooming,672,5
30March_MP_12_XTOYS,728,3
30March_MP_13_Treats,681,4
30March_MP_14_xxCLH,622,2
30March_MP_15_XXBMT,349,0
30March_MP_16_Deworming,2029,8
30March_MP_17_Tick,947,5
30March_MP_18_Supplement,1805,7
30March_MP_19_Bowls,234,1
30March_MP_1_30mns_xxGEN,13593,59
30March_MP_1_xxABC,15937,141
30March_MP_1_xxALL,113930,614
30March_MP_20_Clothing,952,5
30March_MP_21_XSKIN,1141,6
30March_MP_23_Digestive,31,1
30March_MP_24_Liver,52,0
30March_MP_2_xxALL,191248,933
30March_MP_2_xxSDD,13198,47
30March_MP_2_xxxPD,5364,36
30March_MP_3_xRECO,5754,35
30March_MP_4_xxSKU,7840,22
30March_MP_5_xxAFF,11174,47
30March_MP_6_Kidney,104,0
30March_MP_7_Joint,205,0
30March_MP_8_Litter,319,1
30March_MP_9_xxxDF,3677,18
30mar_henlo_wtf_wa,0,49
31Aug_WA_Reorder_Reminder,0,7
31March_MP_1_30mns_xxGen,1,0
31March_MP_1_xxABC,1,0
31March_MP_1_xxALL,43,0
31March_MP_2_xxALL,5,0
31March_MP_3_xxALL,7,1
31March_MP_4_xxALL,7,0
31March_MP_6_Clinic_xxN2B,1,0
42390,0,1
AHS+Prescription+Generated,0,1
AppRT_Android_All,0,102
App_Install_Clinic,0,1
AppointmentReschedule,0,1
BLR_Charged_Supercash_New_Cx,228,1
BrandMarketing_SaleCallout_MIX_Video_TrafficGoogleLPViews_MOF_RoInd,0,201
BrandMarketing_Seasonal_ACQ_Traff_MIX_TOF_Ind,0,1
CM_Short_MIX_PMax_Dog-HomeMeals-Launch-Blr_BOF_QComm,0,9
CatMkt_Short_MIX_PerfMax_Signature_BOF_RoInd,0,34
Clinic+Abandoned+Cart+Journey,0,4
ClinicDropOffJourney,59,0
DSA_AllProducts_TROAS,0,195
DSA_Clinic_TCPA,0,1
Day3_Henlo_Sampling_18mar_Push,17,0
Day6_Henlo_Sampling_18mar_Push,20,0
Day7_Henlo_Sampling_18mar_Push,25,0
Display_Healthcare_RT,0,1
Food_DemandGen_Products,0,232
IBNODJourney,371,3
Journey,1,0
M1Journey,14,0
M1PV,49,0
Msg1,32,0
N2B10KMRadiusCustomers_Traffic,0,3
NF_DemandGen_Products,0,215
OW-TOF-Reach-Supertails,0,1
PMax_SeniorPets_TROAS_SDD,0,96
PerfMarketing_BAU,0,1
PerfMarketing_BAU_ACQ_DemandGen_AllCategories_BOF_Ind,0,32
PerfMarketing_BAU_ACQ_PerfMax_NonFood_BOF_RoInd,0,68
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind,0,134
PerfMarketing_BAU_ACQ_Sales_MetaAllCategories_BOF_Ind,0,208
PerfMarketing_BAU_ACQ_Search_Brand_BOF_RoInd,0,24
PerfMarketing_BAU_ACQ_Search_Competitors_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_RoInd,0,10
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_RoInd,0,34
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_SDD,0,4
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_QComm,0,3
