utm_campaign,push_impressions,utm_visited
,19093,0
,0,1804124
01Apr_MP_1_30mns_xxBLR,21,0
01Apr_MP_1_30mns_xxGEN,18,0
01Apr_MP_1_xxABC,0,2
01Apr_MP_1_xxALL,539,7
01Apr_MP_1_xxSDD,32,2
01Apr_MP_2_30mns_xxBLR,48,0
01Apr_MP_2_30mns_xxGen,41,0
01Apr_MP_2_xxALL,1230,23
01Apr_MP_2_xxSDD,51,2
01Apr_MP_2_xxxPD,0,2
01Apr_MP_3_xxALL,1585,25
01Apr_MP_4_xxALL,2703,55
01Apr_MP_5_xxALL,15043,370
01April_WA_Generic,0,98
02Apr_MP_10_xxxWF,1208,6
02Apr_MP_11_Grooming,888,4
02Apr_MP_12_xToys,1043,3
02Apr_MP_13_Treat,743,2
02Apr_MP_14_xxCLH,767,5
02Apr_MP_15_Deworming,2483,7
02Apr_MP_16_xTICK,1135,1
02Apr_MP_17_Supplement,2096,10
02Apr_MP_18_Bowls,295,1
02Apr_MP_19_Clothing,1120,4
02Apr_MP_1_30mns_xxBLR,8628,25
02Apr_MP_1_xxABC,27261,108
02Apr_MP_1_xxALL,109721,515
02Apr_MP_20_xxBMT,440,0
02Apr_MP_21_xSkin,1354,7
02Apr_MP_22_Cardiac,102,0
02Apr_MP_23_Digestive,41,0
02Apr_MP_24_Liver,77,0
02Apr_MP_2_30mns_xxBLR,1770,0
02Apr_MP_2_30mns_xxGen,3631,5
02Apr_MP_2_Cat_Generic,35952,171
02Apr_MP_2_Dog_Generic,70831,247
02Apr_MP_2_xxxPD,12270,63
02Apr_MP_3_xRECO,6784,30
02Apr_MP_3_xxALL,114582,498
02Apr_MP_3_xxSDD,12584,42
02Apr_MP_4_xxALL,202601,785
02Apr_MP_4_xxSKU,8811,28
02Apr_MP_5_xxAFF,13398,41
02Apr_MP_6_Kidney,132,0
02Apr_MP_7_Joint,257,0
02Apr_MP_8_Litter,403,2
02Apr_MP_9_xxxDF,4524,23
02April_MP_1_Clinic_Grooming_xxREP,16,0
02April_MP_2_Clinic_xxxKR,973,3
02April_MP_3_Clinic_Vaccine_xxN2B,78,0
02April_MP_4_Clinic_Repeat_xxALL,1845,3
02April_MP_5_Clinic_xBDAY,710,7
02April_MP_6_Clinic_xxN2B,11543,43
03Apr_MP_1_30mns_xxGen,1,0
03Apr_MP_1_xxALL,9,0
03Apr_MP_2_xxALL,7,0
03Apr_MP_3_xxALL,8,0
03Apr_MP_4_xxALL,7,0
04Apr_MP_2_xxALL,1,0
04Nov_Wa_Gen_xxxBF,0,1
06Feb_WA_Clinic_TwoPetP_xxN2B,0,1
07March_MP_2_xxALL,0,1
120231826656270518,0,10
120233323245190518,0,20
120240172293680428,0,1
120241608920390518,0,2
120241790677430518,0,9
120243106036430063,0,4
12Mar_MP1_ALL,159,2
12Mar_WA_Clinic_Skin_xxN2B,0,1
13Jan_WA_ABC_xxxM2,0,1
1772846825,0,1
1772848260,0,1
19Feb_Email_Past_PHARM_xFOOD,0,1
19Feb_Email_Past_PHARM_xFOOD_viewed,0,1
1April_MP_1_Clinic_xxxKR,1,0
1April_MP_2_Clinic_xxRAJ,5,2
1April_MP_3_Clinic_xSKIN,1,0
1April_MP_6_Clinic_xxN2B,27,2
22437859191,0,25
22Mar_MP_IBNOD,498,0
22Mar_WA_IBNOD,0,12
24March_MP_1_xxALL,0,1
25March_MP_1_xxALL,0,1
27March_MP_24_xxGen,0,1
27March_MP_2_xxxPD,0,1
28Mar_WA_xxALL,0,26
28March_Email_WTF,0,2
28March_MP_1_xxALL,3,2
28March_MP_2_xxALL,3,1
28March_MP_3_xxALL,3,1
28March_MP_4_xxALL,3,0
28March_MP_5_xxALL,3,0
28March_MP_6_xxALL,3,1
28March_MP_7_xxALL,3,0
28March_MP_8_xxALL,3,0
28March_MP_9_xxALL,3,2
28March_SMS_xxGEN,0,3
29Mar_WA_RBNOD,0,17
29Mar_WA_xxALL,0,2
29March_MP_1_xxALL,3,1
