utm_campaign,push_impressions,utm_visited
,109458,0
,0,664163
01Apr_MP_1_xxALL,0,2
01Apr_MP_3_xxALL,0,1
01Apr_MP_5_xxALL,0,3
01April_WA_Generic,0,2
02Apr_MP_1_xxABC,0,4
02Apr_MP_1_xxALL,0,3
02Apr_MP_3_xxALL,0,1
03Apr_MP_2_xxALL,0,1
03Apr_MP_3_xxALL,0,2
03Apr_MP_4_xxALL,0,2
04Apr_MP_1_30mn_xxGEN,0,2
04Apr_MP_2_xxALL,0,2
04Apr_MP_4_xxALL,0,9
04Apr_MP_6_xxALL,4794,81
04Apr_MP_7_xxALL,0,4
04April_MP_4_Clinic_Repeat_xxALL,0,1
04April_WA_xxALL,0,66
04April_WTF_Email,0,3
04April_WTF_SMS_5_RBNOD,0,1
05Apr_MP_1_30mns_xxGen,50,1
05Apr_MP_2_SDD_xxGEN,31,1
05Apr_MP_2_xxALL,747,10
05Apr_MP_3_xxALL,778,8
05Apr_MP_4_xxALL,2130,26
05Apr_MP_5_xxALL,2373,28
05Apr_MP_7_xxALL,37238,434
05Apr_WA_xxALL,0,94
05April_WA_xxALL,0,11
06Apr_MP_1_30mns_xxGen,5431,21
06Apr_MP_1_xxALL,105164,539
06Apr_MP_2_30mns_xxGen,9765,30
06Apr_MP_2_xxALL,160642,760
06Apr_MP_2_xxSDD,12553,34
06Apr_MP_3_Drools_BRAND,8624,40
06Apr_MP_4_Smylo_BRAND,4442,22
06Apr_MP_5_Signature_BRAND,4542,24
06Apr_MP_6_CLH_xxxNF,10344,52
06Apr_MP_7_Signature_BRAND,3257,4
06Apr_MP_lapser_RL-F-C_W-1,1540,1
06Apr_MP_lapser_RL-F-D_W-1,2585,5
06April_MP_1_Clinic_Grooming_xxREP,14,0
06April_MP_2_Clinic_xxxKR,999,2
06April_MP_3_Clinic_Vaccine_xxN2B,106,0
06April_MP_4_Clinic_Repeat_xxALL,1868,10
06April_MP_5_Clinic_xBDAY,722,5
06April_MP_6_AHS_xxN2B,11620,41
07Apr_MP_1_xxALL,2,0
07Apr_MP_2_xxALL,1,0
07Apr_MP_lapser_LT-HV_W-1,1,0
07March_Email_Summer_essentials,0,1
08March_WA_Litter_xxxNF,0,1
120231826656270518,0,10
120233323245190518,0,15
120235493998790503,0,1
120241608920390518,0,5
120241790677430518,0,8
1202431060364,0,1
120243106036430063,0,13
12Mar_MP1_ALL,136,1
1769829640,0,1
1772848125,0,2
1772848260,0,1
22437859191,0,37
22Mar_MP_IBNOD,465,0
22Mar_WA_IBNOD,0,3
24March_MP_1_xxALL,1,0
26March_MP_14_xxCLH,1,0
27March_MP_23_Digestive,1,0
27March_MP_25_xxGen,0,2
28Mar_WA_xxALL,0,6
28March_Email_WTF,0,1
28March_MP_1_xxALL,0,1
28March_MP_3_xxALL,0,1
29Mar_WA_RBNOD,0,4
29Mar_WA_xxALL,0,1
29March_MP_2_xxALL,0,1
29March_MP_5_xxALL,0,1
30March_MP_12_XTOYS,0,2
30Nov_WA_HDW_xxGEN,0,1
30mar_henlo_wtf_wa,0,1
31Aug_WA_Reorder_Reminder,0,3
31March_Email_1_LAPSE,0,1
31March_MP_2_xxALL,0,1
31_march_food_pdp,0,10
AppRT_Android_All,0,122
BLR_Charged_Supercash_New_Cx,148,2
BrandMarketing_SaleCallout_MIX_Video_TrafficGoogleLPViews_MOF_RoInd,0,3
CM_Short_MIX_PMax_Dog-HomeMeals-Launch-Blr_BOF_QComm,0,12
CatMkt_Short_MIX_PerfMax_Signature_BOF_RoInd,0,36
ClinicDropOffJourney,64,0
DSA_AllProducts_TROAS,0,189
Day3_Henlo_Sampling_18mar_Push,9,0
Day6_Henlo_Sampling_18mar_Push,23,0
Day7_Henlo_Sampling_18mar_Push,24,0
Food_DemandGen_Products,0,422
IBNODJourney,286,1
M1Journey,58,0
M1PV,62,0
Msg1,86,0
N2B10KMRadiusCustomers_Traffic,0,21
NF_DemandGen_Products,0,130
PMax_SeniorPets_TROAS_SDD,0,195
PerfMarketing_BAU_ACQ_DemandGen_AllCategories_BOF_Ind,0,21
PerfMarketing_BAU_ACQ_PerfMax_NonFood_BOF_RoInd,0,109
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind,0,131
PerfMarketing_BAU_ACQ_Sales_MetaAllCategories_BOF_Ind,0,371
PerfMarketing_BAU_ACQ_Sales_MetaRTAllCategories_BOF_Ind,0,277
PerfMarketing_BAU_ACQ_Search_Brand_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_Search_Competitors_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_RoInd,0,6
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_RoInd,0,32
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_QComm,0,6
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_RoInd,0,13
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_SDD,0,1
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_RoInd,0,16
PerfMarketing_BAU_ACQ_Search_PartnerNonFood_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_RoInd,0,5
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_SDD,0,1
PerfMarketing_BAU_ACQ_Shopping_FoodCat_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Shopping_FoodDog_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Shopping_FoodDog_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Standard_ActivityBasedAndroid_BOF_Ind,0,368
PerfMarketing_BAU_ACQ_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,10602
PerfMarketing_BAU_ACQ_Standard_CancelledCustomersAndroidApp_BOF_Ind,0,30
PerfMarketing_BAU_ACQ_Standard_NonTransactorsAndroidApp_BOF_Ind,0,192
PerfMarketing_BAU_MIX_DemandGen_RTAllCategories_BOF_Ind,0,38
PerfMarketing_BAU_MIX_Sales_AcqRm_BOF_QComm,0,50
PerfMarketing_BAU_REP_AppEng_AndroidInactiveCust_BOF_RoInd,0,2585
PerfMarketing_BAU_REP_DemandGen_RMAllCategories_BOF_Ind,0,29
PerfMarketing_BAU_REP_Sales_MetaRMAllCategories_BOF_Ind,0,35
PerfMarketing_BAU_REP_Search_Brand_BOF_QComm,0,10
PerfMarketing_BAU_REP_Search_Brand_BOF_RoInd,0,10
PerfMarketing_BAU_REP_Search_Competitors_BOF_Ind,0,4
PerfMarketing_BAU_REP_Search_GenericFood_BOF_QComm,0,11
PerfMarketing_BAU_REP_Search_GenericFood_BOF_RoInd,0,39
PerfMarketing_BAU_REP_Search_GenericNonFood_BOF_QComm,0,9
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_QComm,0,12
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_RoInd,0,25
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_SDD,0,12
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_QComm,0,5
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_RoInd,0,54
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_QComm,0,1
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_RoInd,0,20
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_SDD,0,6
PerfMarketing_BAU_REP_Shopping_FoodCat_BOF_RoInd,0,1
PerfMarketing_BAU_REP_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,1296
PerfMarketing_BAU_REP_Standard_BFAndroidApp_BOF_Ind,0,106
PerfMarketing_BAU_REP_Standard_BFAndroid_BOF_Ind,0,44
PerfMarketing_BAU_REP_Standard_LostLapsersActivityBasedDCOAndroid_BOF_Ind,0,179
PerfMarketing_BAU_REP_Standard_LostLapsersAndroidApp_BOF_Ind,0,40
PerfMarketing_BAU_REP_Standard_LostLapsersAndroid_BOF_Ind,0,26
PerfMarketing_BAU_REP_Standard_M1AndroidApp_BOF_Ind,0,82
PerfMarketing_BAU_REP_Standard_M1Android_BOF_Ind,0,105
PerfMarketing_BAU_REP_Standard_M2PlusM3AndroidApp_BOF_Ind,0,55
PerfMarketing_BAU_REP_Standard_M2PlusM3Android_BOF,0,1
PerfMarketing_BAU_REP_Standard_M2PlusM3Android_BOF_Ind,0,98
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroidApp_BOF_Ind,0,129
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroid_BOF_Ind,0,103
PerfMarketing_SaleCallout_ACQ_PerfMax_WTF26Flighted_BOF_Ind,0,1
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_Ind,0,8
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_QComm,0,1
PerfMarketing_SaleCallout_MIX_Sales_WTF26_BOF_Ind,0,14
PerfMax_CatProducts_TROAS,0,170
PerfMax_CatProducts_TROAS_NewCust,0,125
PerfMax_DogFood_TROAS,0,359
PerfMax_DogFood_TROAS_NewCust,0,19
PerfMax_Farmina_Products_TROAS,0,5
