utm_campaign,push_impressions,utm_visited
,16298,0
,0,1201979
 Day7_HenloSamplingPush,24,0
+block_id_5_neel_v2,0,4
03Dec_WA_Pharma_LAPSE,0,1
04Mar_WA_Clinic_Skin_xxN2B,0,2
120231826656270518,0,9
120233323245190518,0,28
1202431060364,0,1
120243106036430063,0,9
120243106174600063,0,1
12Mar_MP1_ALL,142,3
14March_MP_1_xxALL,0,1
16March_MP_2_xxALL,0,2
1769836234,0,1
1769839341,0,1
1772845356,0,3
1772846825,0,2
1772847421,0,1
1772848125,0,1
1772848260,0,1
1772848696,0,1
17March_Email_Eid_Special,0,1
17March_MP_1_xxALL,0,1
17mar_MP_1_Past_PHARMA_xFOOD_viewed_A,2,0
17mar_MP_1_Past_PHARMA_xFOOD_viewed_B,2,0
17mar_MP_1_Past_PHARMA_xFOOD_viewed_C,3,0
17mor_MP_1_Past_PHARMA_xFOOD_A,4,1
17mor_MP_1_Past_PHARMA_xFOOD_B,1,0
17mor_MP_1_Past_PHARMA_xFOOD_C,3,1
19March_MP_1_xxALL,0,1
19March_MP_2_xxALL,0,1
19March_MP_4_Skincare_PHARM,0,2
19March_wa_1_Dewormer_PHARM,0,2
21Feb_RCS_xxGEN,0,2
21March_Email_Eid_Special,0,1
21March_MP_1_xxALL,0,1
21March_SMS_1_xxGen,0,1
22437859191,0,67
22Mar_MP_IBNOD,375,0
22Mar_WA_IBNOD,0,11
22March_MP_1_xxALL,0,3
22March_MP_2_30MNS_xxGEN,0,1
22March_MP_2_xxALL,0,1
23March_MP_1_xxALL,0,9
23March_MP_2_30MNS_xxGEN,0,1
23March_MP_2_xxALL,0,6
23March_MP_5_Deworming_PHARM,0,1
23March_MP_6_Clinic_xxN2B,0,1
24March_MP_1_30MNS_xxGEN,17,2
24March_MP_1_LAPSE_VA,8444,12
24March_MP_1_LAPSE_VB,7247,4
24March_MP_1_xxALL,638,30
24March_MP_2_30MNS_xxGEN,55,4
24March_MP_2_xxALL,1928,87
24March_MP_30min_closing_xxblr,2,0
24March_MP_30min_xxxMum,4,0
24March_MP_30min_xxxdel,1,0
24March_MP_6_Clinic_xxN2B,3,1
