utm_campaign,push_impressions,utm_visited
,65710,0
,0,568599
+block_id_5_neel_v2,0,5
01April_WA_Generic,0,4
02Apr_MP_3_xxALL,0,1
03Apr_MP_3_xxALL,0,3
03Apr_MP_4_xxALL,0,1
04Apr_MP_4_xxALL,0,3
04Apr_MP_6_xxALL,0,1
04April_WA_xxALL,0,27
04April_WTF_Email,0,2
05Apr_MP_4_xxALL,0,2
05Apr_MP_5_xxALL,0,2
05Apr_MP_7_xxALL,0,1
05Apr_WA_xxALL,0,16
06Apr_MP_2_xxALL,0,2
07Apr_MP_1_30mns_xxGen,0,1
07Apr_MP_1_xxALL,0,5
07Apr_MP_2_30mns_xxGen,0,1
07Apr_MP_2_xxALL,0,7
08Apr_MP_1_xxALL,517,27
08Apr_MP_1_xxSDD,26,1
08Apr_MP_2_xxALL,1578,96
08Apr_MP_2_xxSDD,60,6
08April_MP_1_Purepet_BRAND,1,0
08April_MP_2M_Clinic_xxxKR,1,1
08April_MP_2_Schesir_BRAND,19,2
08April_MP_4M_Clinic_xxCNP,2,0
08April_MP_5M_Clinic_xxGRP,6,0
08April_MP_7M_Clinic_Repeat_xxALL,1,0
08April_MP_9M_Clinic_N2B_xxAHS,7,0
08April_Wa_Clinic_Consultation_Potential,0,1
08April_Wa_Clinic_Grooming_Potential,0,7
08April_Wa_Clinic_Vaccination_Due,0,1
08April_Wa_Clinic_xBDAY,0,4
08apr_Email_Past_NF_xFOOD_dog,0,1
08apr_MP_30min_Bclub_Blr,7,0
08apr_MP_30min_snacktime_Blr,30,2
09Apr_MP_1_xxALL,107616,663
09Apr_MP_1_xxSDD,12455,31
09Apr_MP_2_xxALL,100295,486
09Apr_MP_2_xxSDD,12277,22
09April_MP_1M_Clinic_Grooming_xxREP,19,0
09April_MP_1_KK_BRAND,8399,48
09April_MP_2M_Clinic_xxxKR,1006,3
09April_MP_2_PHARM,2013,1
09April_MP_3M_Clinic_xxTNF,695,4
09April_MP_3_Henlo_BRAND,14332,59
09April_MP_4M_Clinic_xxGRP,2327,10
09April_MP_4_Temptation_BRAND,2587,6
09April_MP_5M_Clinic_xxCNP,1692,3
09April_MP_5_dogsee_chew_BRAND,3601,17
09April_MP_6M_Clinic_xSKIN,6877,39
09April_MP_7M_Clinic_xxGUT,2490,4
09April_MP_8M_Clinic_xDENT,482,0
09April_MP_9M_Clinic_xxN2B,6979,17
09April_MP_A1M_Kidney,41,1
09April_MP_A1M_xxABC,9156,47
09April_MP_A2M_Joint,76,1
09April_MP_A2M_xxxPD,2295,8
09April_MP_A3M_Litter,190,1
09April_MP_A3M_xRECO,2818,7
09April_MP_B1M_Kidney,51,0
09April_MP_B1M_xxABC,9060,37
09April_MP_B2M_Joint,79,1
09April_MP_B2M_xxxPD,2104,6
09April_MP_B3M_Litter,190,2
09April_MP_B3M_xRECO,1734,7
09April_Wa_Clinic_Dental,0,8
09April_Wa_Clinic_Gut,0,13
09April_Wa_Clinic_Skin,0,8
09apr_MP_30min_Bclub_Blr,8613,26
09apr_MP_30min_snacktime_Blr,13578,44
10April_MP_1M_xToys,1,0
120231826656270518,0,9
120233323245190518,0,3
120241608920390518,0,1
120241790677430518,0,11
120243106036430,0,1
120243106036430063,0,9
12Mar_MP1_ALL,116,0
1772847676,0,1
17mar_MP_1_Past_PHARMA_xFOOD_viewed_B,0,1
19Feb_Email_Past_PHARM_xFOOD_viewed,0,2
22Mar_MP_IBNOD,362,0
22Mar_WA_IBNOD,0,17
27March_Wa_Clinic_Launch_xxxKR,0,1
28Mar_WA_xxALL,0,5
31Aug_WA_Reorder_Reminder,0,2
31March_Email_1_LAPSE,0,1
31May25_WA_xHDFC,0,1
31_march_WetFood,0,2
31_march_food_pdp,0,5
AppointmentReschedule,0,1
BLR_Charged_Supercash_New_Cx,111,0
BrandMarketing_SaleCallout_MIX_Video_TrafficGoogleLPViews_MOF_RoInd,0,27
CM_Short_MIX_PMax_Dog-HomeMeals-Launch-Blr_BOF_QComm,0,17
CatMkt_Short_MIX_PerfMax_Signature_BOF_RoInd,0,48
Clinic+Abandoned+Cart+Journey,0,4
ClinicDropOffJourney,81,0
D0_Drools_Sampling_2apr_Push,2,0
DSA_AllProducts_TROAS,0,219
Day10_Henlo_Sampling_18mar_WA,0,2
Day1_Henlo_Sampling_18mar_WA,0,2
Day3_Henlo_Sampling_18mar_Push,11,0
Day6_Henlo_Sampling_18mar_Push,13,0
Day7_Henlo_Sampling_18mar_Push,27,0
Food_DemandGen_Products,0,364
IBNODJourney,280,1
M1Journey,59,0
M1PV,70,1
Msg1,61,0
NF_DemandGen_Products,0,167
PMax_SeniorPets_TROAS_SDD,0,107
PerfMarketing_BAU_ACQ_PerfMax_NonFood_BOF_RoInd,0,85
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind,0,144
PerfMarketing_BAU_ACQ_Sales_MetaAllCategories_BOF_Ind,0,350
PerfMarketing_BAU_ACQ_Sales_MetaRTAllCategories_BOF_Ind,0,263
PerfMarketing_BAU_ACQ_Search_Brand_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_Brand_BOF_RoInd,0,7
PerfMarketing_BAU_ACQ_Search_Competitors_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_QComm,0,4
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_RoInd,0,6
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_RoInd,0,38
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_QComm,0,8
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_RoInd,0,8
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_SDD,0,1
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_QComm,0,4
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_RoInd,0,17
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_RoInd,0,6
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_SDD,0,1
PerfMarketing_BAU_ACQ_Shopping_FoodCat_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Shopping_FoodDog_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_Shopping_LifestyleAll_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Shopping_LifestyleAll_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Shopping_PharmacyAll_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Standard_ActivityBasedAndroid_BOF_Ind,0,286
PerfMarketing_BAU_ACQ_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,10319
PerfMarketing_BAU_ACQ_Standard_CancelledCustomersAndroidApp_BOF_Ind,0,23
PerfMarketing_BAU_ACQ_Standard_NonTransactorsAndroidApp_BOF_Ind,0,193
PerfMarketing_BAU_MIX_DemandGen_RTAllCategories_BOF_Ind,0,51
PerfMarketing_BAU_MIX_Sales_AcqRm_BOF_QComm,0,43
PerfMarketing_BAU_REP_AppEng_AndroidInactiveCust_BOF_RoInd,0,2830
PerfMarketing_BAU_REP_DemandGen_RMAllCategories_BOF_Ind,0,39
PerfMarketing_BAU_REP_Sales_MetaRMAllCategories_BOF_Ind,0,41
PerfMarketing_BAU_REP_Search_Brand_BOF_QComm,0,1
PerfMarketing_BAU_REP_Search_Brand_BOF_RoInd,0,16
PerfMarketing_BAU_REP_Search_Competitors_BOF_Ind,0,1
PerfMarketing_BAU_REP_Search_GenericFood_BOF_QComm,0,5
PerfMarketing_BAU_REP_Search_GenericFood_BOF_RoInd,0,26
PerfMarketing_BAU_REP_Search_GenericNonFood_BOF_QComm,0,12
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_QComm,0,9
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_RoInd,0,20
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_SDD,0,3
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_QComm,0,4
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_RoInd,0,38
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_RoInd,0,11
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_SDD,0,12
PerfMarketing_BAU_REP_Shopping_FoodCat_BOF_RoInd,0,1
PerfMarketing_BAU_REP_Shopping_FoodDog_BOF_RoInd,0,1
PerfMarketing_BAU_REP_Shopping_PharmacyAll_BOF_QComm,0,1
PerfMarketing_BAU_REP_Shopping_PharmacyAll_BOF_RoInd,0,1
PerfMarketing_BAU_REP_Stand,0,1
PerfMarketing_BAU_REP_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,1087
PerfMarketing_BAU_REP_Standard_BFAndroidApp_BOF_Ind,0,106
PerfMarketing_BAU_REP_Standard_BFAndroid_BOF_Ind,0,35
PerfMarketing_BAU_REP_Standard_LostLapsersActivityBasedDCOAndroid_BOF_Ind,0,241
PerfMarketing_BAU_REP_Standard_LostLapsersAndroidApp_BOF_Ind,0,44
PerfMarketing_BAU_REP_Standard_LostLapsersAndroid_BOF_Ind,0,29
PerfMarketing_BAU_REP_Standard_M0Android_BOF_Ind,0,62
PerfMarketing_BAU_REP_Standard_M1AndroidApp_BOF_Ind,0,54
PerfMarketing_BAU_REP_Standard_M1Android_BOF_Ind,0,130
PerfMarketing_BAU_REP_Standard_M2PlusM3AndroidApp_BOF_Ind,0,42
PerfMarketing_BAU_REP_Standard_M2PlusM3Android_BOF_Ind,0,101
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroidApp_BOF_Ind,0,101
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroid_BOF_Ind,0,52
PerfMarketing_SaleCallout_ACQ_PerfMax_WTF26Flighted_BOF_Ind,0,1
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_Ind,0,3
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_QComm,0,54
PerfMarketing_SaleCallout_MIX_Sales_WTF26_BOF_Ind,0,8
PerfMax_CatProducts_TROAS,0,185
PerfMax_CatProducts_TROAS_NewCust,0,81
PerfMax_DogFood_TROAS,0,169
PerfMax_DogFood_TROAS_NewCust,0,14
PerfMax_Farmina_Products_TROAS,0,4
PerfMax_Healthcare_BFRD_TCPA,0,1
PerfMax_NonFood_Products,0,261
PerfMax_PetProduct_NewCust_TROAS,0,187
PerfMax_Premium_Products,0,120
PerfMax_RC_Products,0,193
Perfmax_Henlo_Products,0,23
ST2GETHER15,0,5
