utm_campaign,push_impressions,utm_visited
,0,1083726
,16566,0
 07March_MP_6_Clinic_xxN2B,0,1
 Day7_HenloSamplingPush,28,1
+04Mar_WA_Clinic_Supercash_xxN2B,0,1
+block_id_5_neel_v2,0,1
04Mar_WA_Clinic_Supercash_xxN2B,0,1
06March_Wa_1_Proplan_BRAND,0,1
11March_MP_1_xxALL,0,1
120231826656270518,0,4
120233323245190518,0,18
120235493998790503,0,1
120243106,0,1
12024310603643006,0,1
120243106036430063,0,5
12Mar_MP1_ALL,128,1
12March_MP_2_xxALL,0,1
12Nov_WA_Henlo_Repeat_WA1,0,3
13March_WA_WHISKAS_BRAND,0,1
16March_MP_2_xxALL,0,1
16March_SMS_2_xxxBF,0,1
16March_WA_1_BMT_xxxNF,0,2
1769836234,0,1
1772845356,0,4
1772846825,0,5
1772847592,0,2
1772848125,0,1
1772848260,0,4
1772848341,0,1
1772848439,0,3
1772848533,0,2
1772848696,0,1
1772848840,0,2
17March_Email_Eid_Special,0,2
18March_MP_2_xxALL,0,3
19March_MP_2_30MNS_xxGEN,0,1
19March_MP_2_xxALL,0,5
20March_MP_1_xxALL,0,3
20March_MP_2_xxALL,0,3
20March_WA_1_xEIDI,0,2
21March_Email_Eid_Special,0,2
21March_MP_1_xxALL,0,8
21March_MP_2_xxALL,1,15
21March_SMS_1_xxGen,0,1
21March_SMS_2_xxxBF,0,1
21March_SMS_3_Lapse_xxxxA,0,2
22437859191,0,54
22Feb_WA_EA,0,3
22Mar_MP_IBNOD,408,0
22Mar_WA_IBNOD,0,3
22March_MP_1_30MNS_xxGEN,10,2
22March_MP_1_Clinic_xxRAJ,10,0
22March_MP_1_xxALL,717,22
22March_MP_2_30MNS_xxGEN,74,6
22March_MP_2_xxALL,2097,97
22March_MP_4_Clinic_xDENT,1,0
22March_MP_5_Clinic_xMULT,3,1
22March_MP_6_Clinic_xxN2B,35,0
23859124959230517,0,4
23Mar_WA_Clinic_Supercash_xxN2B,0,9
23March_MP_1_30MNS_xxGEN,5231,36
23March_MP_1_Clinic_xxRAJ,1705,14
23March_MP_1_SDD_PHARM,1510,7
23March_MP_1_xxALL,164249,859
23March_MP_2_30MNS_xxGEN,12828,33
23March_MP_2_Clinic_xxKAL,1361,3
23March_MP_2_Clothing_xxxNF,5594,44
23March_MP_2_xxALL,146008,651
23March_MP_3_Clinic_xBDAY,386,1
23March_MP_3_Drools_BRAND,9138,41
23March_MP_4_Clinic_xDENT,935,5
23March_MP_4_Smylo_BRAND,4659,33
