utm_campaign,push_impressions,utm_visited
,87091,0
,0,603884
+block_id_5_neel_v2,0,3
01Apr_MP_1_xxALL,0,1
01Apr_MP_2_xxxPD,0,3
01Apr_MP_5_xxALL,0,2
01April_WA_Generic,0,1
02Apr_MP_2_Dog_Generic,0,1
02Apr_MP_3_xxALL,0,2
02Apr_MP_4_xxALL,0,1
03Apr_MP_2_xxALL,0,1
03Apr_MP_3_xxALL,0,1
03Apr_MP_4_xxALL,0,1
04Apr_MP_1_30mn_xxGEN,0,1
04Apr_MP_2_xxALL,0,2
04Apr_MP_4_xxALL,0,6
04Apr_MP_6_xxALL,0,6
04April_WA_xxALL,0,37
04April_WTF_Email,0,1
04April_WTF_SMS_3_Lapse_xxxxB,0,1
04April_WTF_SMS_5_RBNOD,0,2
05Apr_MP_2_SDD_xxGEN,0,2
05Apr_MP_4_xxALL,0,3
05Apr_MP_5_xxALL,0,7
05Apr_MP_7_xxALL,0,8
05Apr_WA_xxALL,0,40
05April_WA_xxALL,0,2
06Apr_MP_1_30mns_xxGen,8,1
06Apr_MP_1_xxALL,475,29
06Apr_MP_2_30mns_xxGen,43,1
06Apr_MP_2_xxALL,2274,160
06Apr_MP_2_xxSDD,20,1
06Apr_MP_3_Drools_BRAND,25,1
06Apr_MP_4_Smylo_BRAND,11,0
06Apr_MP_5_Signature_BRAND,25,2
06Apr_MP_6_CLH_xxxNF,35,5
06Apr_MP_7_Signature_BRAND,16,0
06Apr_MP_lapser_RL-F-D_W-1,0,3
06April_MP_4_Clinic_Repeat_xxALL,3,0
06April_MP_6_AHS_xxN2B,11,0
07Apr_MP_1_30mns_xxGen,12902,46
07Apr_MP_1_xxALL,110030,606
07Apr_MP_1_xxSDD,12563,36
07Apr_MP_2_30mns_xxGen,1253,2
07Apr_MP_2_xxALL,107587,455
07Apr_MP_2_xxSDD,11896,39
07Apr_MP_lapser_LT-HV_W-1,17095,12
07Apr_MP_lapser_RL-1T_W-1,2518,5
07Apr_MP_lapser_RL-MC_W-1,3128,3
07April_MP_1M_Clinic_Grooming_xxREP,14,0
07April_MP_2M_Clinic_xxxKR,891,2
07April_MP_3M_Clinic_xSKIN,7127,30
07April_MP_4M_Clinic_xxGUT,2628,16
07April_MP_5M_Clinic_xDENT,499,0
07April_MP_6M_Clinic_xxN2B,9955,26
08Apr_MP_1_xxALL,2,0
08apr_MP_30min_Bclub_Blr,0,1
120231826656270518,0,5
120233323245190518,0,2
120241608920390518,0,6
120241790677430518,0,6
120243106036430063,0,16
120mins_AppInstall,0,1
12Mar_MP1_ALL,129,0
17mar_MP_1_Past_PHARMA_xFOOD_viewed_A,2649,10
17mar_MP_1_Past_PHARMA_xFOOD_viewed_B,2694,12
17mar_MP_1_Past_PHARMA_xFOOD_viewed_C,2699,6
17mor_MP_1_Past_PHARMA_xFOOD_A,1541,6
17mor_MP_1_Past_PHARMA_xFOOD_B,1502,7
17mor_MP_1_Past_PHARMA_xFOOD_C,1606,5
19Feb_Email_Past_PHARM_xFOOD_viewed,0,1
21Feb_WA_EA_Reply_Button,0,1
22437859191,0,27
22Mar_MP_IBNOD,467,0
22Mar_WA_IBNOD,0,9
25March_MP_30min_opening_xxxall,13777,61
28Mar_WA_xxALL,0,4
29Mar_WA_RBNOD,0,5
29Mar_WA_xxALL,0,1
29March_MP_4_xxALL,0,1
29March_MP_5_xxALL,0,1
30March_MP_1_xxABC,0,1
31March_MP_2_xxALL,0,2
31_march_WetFood,0,1
31_march_food_pdp,0,9
AppRT_Android_All,0,26
BLR_Charged_Supercash_New_Cx,158,1
BrandMarketing_SaleCallout_MIX_Video_TrafficGoogleLPViews_MOF_RoInd,0,2
CM_Short_MIX_PMax_Dog-HomeMeals-Launch-Blr_BOF_QComm,0,14
Cat+Food+Web+Page+Visitors,0,2
CatMkt_Short_MIX_PerfMax_Signature_BOF_RoInd,0,52
ClinicDropOffJourney,45,0
D0_Drools_Sampling_2apr_Push,2,0
DSA_AllProducts_TROAS,0,151
Day6_Henlo_Sampling_18mar_Push,28,0
Day7_Henlo_Sampling_18mar_Push,31,0
Food_DemandGen_Products,0,480
IBNODJourney,286,0
M1Journey,46,2
M1PV,68,0
Msg1,79,0
N2B10KMRadiusCustomers_Traffic,0,1
NF_DemandGen_Products,0,134
PMax_SeniorPets_TROAS_SDD,0,131
PerfMarketing_BAU_ACQ_DemandGen_AllCategories_BOF_Ind,0,80
PerfMarketing_BAU_ACQ_PerfMax_NonFood_BOF_RoInd,0,77
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind,0,99
PerfMarketing_BAU_ACQ_Sales_MetaAllCategories_BOF_Ind,0,382
PerfMarketing_BAU_ACQ_Sales_MetaRTAllCategories_BOF_Ind,0,281
PerfMarketing_BAU_ACQ_Search_Brand_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_RoInd,0,10
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_RoInd,0,33
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_RoInd,0,7
