utm_campaign,push_impressions,utm_visited
,16980,0
,0,603009
+block_id_5_neel_v2,0,1
03Apr_MP_3_xxALL,0,1
04Apr_MP_2_xxALL,0,1
04Apr_MP_7_xxALL,0,1
04April_WA_xxALL,0,9
05Apr_MP_2_xxALL,0,1
05Apr_MP_7_xxALL,0,1
05Apr_WA_xxALL,0,1
05April_WA_xxALL,0,1
07Apr_MP_1_30mns_xxGen,0,1
07Apr_MP_1_xxALL,0,2
07Apr_MP_2_xxALL,0,1
08April_Wa_Clinic_Consultation_Potential,0,1
08April_Wa_Clinic_Grooming_Potential,0,1
08April_Wa_Clinic_xBDAY,0,1
09Apr_MP_2_xxALL,0,1
09April_MP_A1M_xxABC,0,1
09April_Wa_Clinic_Gut,0,1
10Apr_MP_1_xxALL,0,1
10Apr_MP_2_xxALL,0,6
10April_MP_2_PHARM,0,2
11Apr_MP_1_30mns_xxGen,0,1
11Apr_MP_1_xxALL,0,5
11Apr_MP_2_xxALL,0,11
11Apr_MP_2_xxSDD,0,1
11April_SMS_5_RBNOD,0,1
11apr_wa_30min_bclub,0,3
11apr_wa_30min_snacktime,0,7
120231826656270518,0,7
120233323245190518,0,14
120235493998790503,0,1
120241608920390518,0,6
120241790677430518,0,8
12Apr_MP_1_30mns_xxGen,9,1
12Apr_MP_1_Signature_BRAND,30,1
12Apr_MP_1_xxALL,886,41
12Apr_MP_1_xxSDD,16,0
12Apr_MP_2_30mns_xxGen,5,0
12Apr_MP_2_xxALL,2611,146
12Apr_MP_2_xxSDD,59,2
12Mar_MP1_ALL,140,2
12apr_MP_30min_Bclub,8,1
12apr_MP_30min_snacktime,77,2
13Apr_MP_1_30mns_xxGen,5349,18
13Apr_MP_1_xxALL,170628,859
13Apr_MP_1_xxSDD,12651,47
13Apr_MP_2_30mns_xxGen,1192,2
13Apr_MP_2_xxALL,163237,824
13Apr_MP_2_xxSDD,12881,53
13apr_MP_30min_Bclub,13899,49
13apr_MP_30min_snacktime,13760,33
1772845356,0,12
1772846825,0,5
1772847592,0,1
1772848125,0,4
1772848260,0,2
1772848439,0,3
1772848840,0,2
22Mar_MP_IBNOD,409,0
22Mar_WA_IBNOD,0,12
25March_MP_30min_opening_xxxall,0,1
28Mar_WA_xxALL,0,1
28March_MP_1_xxALL,0,1
30Sep_WA_Recomm_LAPSE,0,1
31May25_WA_xHDFC,0,1
31_march_food_pdp,0,3
BLR_Charged_Supercash_New_Cx,190,1
BrandMarketing_SaleCallout_MIX_Video_TrafficGoogleLPViews_MOF_RoInd,0,119
CM_Short_MIX_PMax_Dog-HomeMeals-Launch-Blr_BOF_QComm,0,11
CatMkt_Short_MIX_PerfMax_Signature_BOF_RoInd,0,52
